,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
461,Altagracia De Orituco,VE,9.8601,-66.3814,75.96,84,100,4.03,overcast clouds
462,Belogorsk,RU,50.9158,128.4611,62.71,21,76,11.1,broken clouds
463,Bandar-E Lengeh,IR,26.5579,54.8807,79.16,79,0,7.49,clear sky
464,Aleksandrov Gay,RU,50.147,48.5704,45.07,81,23,13.2,few clouds
465,Dakar,SN,14.6937,-17.4441,74.23,83,100,15.55,overcast clouds
466,Beipiao,CN,41.7919,120.7792,75.87,22,0,7.43,clear sky
467,Palu,ID,-0.8917,119.8707,83.95,73,100,2.39,overcast clouds
468,Listvyanskiy,RU,54.4399,83.4984,68.22,45,100,1.23,overcast clouds
469,Siderno,IT,38.2779,16.302,68.34,68,12,9.26,few clouds
470,Cabedelo,BR,-6.9811,-34.8339,77.67,79,100,8.3,overcast clouds
471,Andra,RU,62.5147,65.8878,47.71,65,77,8.21,broken clouds
472,Burns Lake,CA,54.2331,-125.7533,50.52,35,72,5.1,broken clouds
473,Tevaitoa,PF,-16.7833,-151.5,81.19,73,100,12.5,overcast clouds
474,Genhe,CN,50.7833,121.5167,67.35,20,55,7.56,broken clouds
475,Katherine,AU,-14.4667,132.2667,86.32,42,7,12.66,clear sky
476,Salinas,US,36.6777,-121.6555,69.73,64,0,13.8,clear sky
477,Puri,IN,19.8,85.85,84.72,81,48,15.21,scattered clouds
478,Babu,CN,24.4167,111.5167,77.38,62,80,1.88,broken clouds
479,Ponta Delgada,PT,37.7333,-25.6667,59.72,77,75,9.22,broken clouds
480,Georgetown,MY,5.4112,100.3354,85.95,79,20,0.0,few clouds
481,Bengkulu,ID,-3.8004,102.2655,83.46,70,11,2.82,few clouds
482,La Victoria,VE,10.2184,-67.3302,74.21,80,99,2.91,overcast clouds
483,Gladstone,AU,-23.85,151.25,80.78,65,75,6.91,broken clouds
484,Laguna,US,38.421,-121.4238,91.38,36,0,10.36,clear sky
485,Taltal,CL,-25.4,-70.4833,63.19,63,98,4.27,overcast clouds
486,Mbarara,UG,-0.608,30.65,60.6,93,98,2.55,overcast clouds
487,Verkhoyansk,RU,67.5447,133.385,38.86,74,100,2.71,overcast clouds
488,Amuntai,ID,-2.4177,115.2494,81.9,80,88,1.1,overcast clouds
489,Guiyang,CN,26.5833,106.7167,63.93,73,100,11.01,overcast clouds
490,Kharsawan,IN,22.8,85.8333,89.6,48,3,5.86,clear sky
491,Antofagasta,CL,-23.65,-70.4,54.68,67,81,6.55,broken clouds
492,Taoudenni,ML,22.6783,-3.9836,88.52,7,0,7.2,clear sky
493,Funtua,NG,11.5233,7.3081,74.57,46,100,6.02,overcast clouds
494,Obo,CF,5.3998,26.4869,69.12,86,100,4.36,light rain
495,Solvychegodsk,RU,61.3305,46.9156,38.23,68,100,4.85,overcast clouds
496,Skjervoy,NO,70.0311,20.9714,37.4,98,100,12.55,overcast clouds
497,Kampong Thum,KH,12.7111,104.8887,82.67,79,97,5.23,overcast clouds
498,Timra,SE,62.487,17.3257,33.48,86,87,6.91,overcast clouds
499,Santiago De Cao,PE,-7.9589,-79.2392,64.53,82,100,6.91,mist
500,Puerto Escondido,MX,15.85,-97.0667,85.03,65,0,4.61,clear sky
501,Tomigusuku,JP,26.185,127.675,77.54,68,40,13.8,scattered clouds
502,Ucluelet,CA,48.9329,-125.5528,52.09,81,99,8.1,overcast clouds
503,Sorong,ID,-0.8833,131.25,83.62,72,66,3.78,broken clouds
504,Goderich,CA,43.7501,-81.7165,44.91,81,0,5.99,clear sky
505,Arvi,IN,20.9833,78.2333,96.53,17,19,12.95,few clouds
506,Coihaique,CL,-45.5752,-72.0662,30.81,100,100,0.0,mist
507,Bhabua,IN,25.05,83.6167,97.48,23,6,5.03,clear sky
508,Aksu,CN,41.1231,80.2644,73.54,28,0,5.57,clear sky
509,Novikovo,RU,51.1537,37.8879,38.95,92,1,5.77,clear sky
510,Woodward,US,36.4337,-99.3904,88.83,32,0,20.71,clear sky
511,Kovacica,RS,45.1117,20.6214,62.92,89,90,9.53,overcast clouds
512,Mwene-Ditu,CD,-7.0,23.45,69.6,78,100,3.11,light rain
513,Guadalajara,MX,20.6667,-103.3333,82.17,21,100,9.22,overcast clouds
514,Novo Aripuana,BR,-5.1206,-60.3797,73.67,99,100,2.62,overcast clouds
515,Nenita,PH,12.4917,124.8044,88.23,60,98,3.83,overcast clouds
516,Richards Bay,ZA,-28.783,32.0377,65.93,85,0,10.47,clear sky
517,Suclayin,PH,15.7568,121.5503,77.0,94,100,1.63,overcast clouds
518,Lyuban,BY,52.7985,28.0048,39.45,91,100,13.67,overcast clouds
519,Kudahuvadhoo,MV,2.6708,72.8944,83.25,77,100,20.54,overcast clouds
520,Whitehorse,CA,60.7161,-135.0538,41.07,92,7,4.38,clear sky
521,Prieska,ZA,-29.6641,22.7474,59.94,46,4,5.37,clear sky
522,Yar-Sale,RU,66.8333,70.8333,34.99,95,98,7.0,overcast clouds
523,Linxia,CN,35.6003,103.2064,61.83,46,100,4.36,overcast clouds
524,Patan,NP,27.6667,85.3333,71.98,64,20,3.44,few clouds
525,Governador Valadares,BR,-18.8511,-41.9494,68.68,80,2,1.81,clear sky
526,Cap Malheureux,MU,-19.9842,57.6142,69.48,71,0,4.0,clear sky
527,Jizan,SA,17.3333,42.6667,82.92,41,8,0.78,clear sky
528,Port Hardy,CA,50.6996,-127.4199,51.21,66,100,10.04,overcast clouds
529,Gewane,ET,10.1664,40.6453,78.03,18,99,3.02,overcast clouds
530,San Patricio,US,28.017,-97.5169,80.49,81,74,14.9,broken clouds
531,San Vicente,AR,-26.6167,-54.1333,42.89,82,90,6.76,overcast clouds
532,Natal,BR,-5.795,-35.2094,77.65,100,20,2.3,few clouds
533,Havoysund,NO,70.9963,24.6622,34.03,76,100,20.07,light snow
534,Gondanglegi,ID,-7.7479,112.0132,83.59,75,98,5.46,overcast clouds
535,Kuito,AO,-12.3833,16.9333,52.52,62,7,2.98,clear sky
536,Verkhniy Lomov,RU,53.4678,43.5511,42.73,97,100,5.57,overcast clouds
537,Hashtrud,IR,37.4779,47.0508,49.08,83,2,2.64,clear sky
538,Bajil,YE,15.0584,43.2851,85.46,45,53,2.93,broken clouds
539,Ola,RU,59.5833,151.2833,46.15,85,100,3.85,overcast clouds
540,East Peoria,US,40.6661,-89.5801,71.37,45,20,10.36,few clouds
541,Lokosovo,RU,61.1333,74.8167,57.34,65,28,5.44,scattered clouds
542,Hasaki,JP,35.7333,140.8333,75.29,65,94,4.99,overcast clouds
543,Kyabe,TD,9.4515,18.9449,81.43,66,96,4.94,overcast clouds
544,Zeya,RU,53.75,127.2667,54.09,34,100,2.86,overcast clouds
545,Capua,IT,41.0997,14.2201,65.8,100,40,2.3,mist
546,Sosnovo-Ozerskoye,RU,52.5249,111.5418,62.94,33,9,11.86,clear sky
547,Tres Arroyos,AR,-38.3739,-60.2798,46.47,71,80,7.16,broken clouds
548,Tuyen Quang,VN,21.8233,105.2181,79.09,59,100,3.22,overcast clouds
549,Mikhaylovka,RU,50.06,43.2379,43.7,84,1,8.9,clear sky
550,Gemena,CD,3.25,19.7667,70.54,98,81,0.27,broken clouds
551,Broken Hill,AU,-31.95,141.4333,59.56,52,13,9.8,few clouds
552,Jumla,NP,29.2747,82.1838,61.05,48,3,0.85,clear sky
553,Mehamn,NO,71.0357,27.8492,31.91,80,100,21.59,light snow
554,Bawku,GH,11.0616,-0.2417,89.89,36,100,4.85,overcast clouds
555,Half Moon Bay,US,37.4636,-122.4286,71.02,71,20,26.46,mist
556,Port-Gentil,GA,-0.7193,8.7815,79.34,85,90,9.33,light rain
557,Albanel,CA,48.8832,-72.4487,37.24,91,100,21.25,overcast clouds
558,Ferrol,ES,43.4832,-8.2369,61.72,86,100,0.92,overcast clouds
559,Staryy Nadym,RU,65.6118,72.6842,36.52,82,97,5.91,overcast clouds
560,Pontiac,US,42.6389,-83.2911,59.99,61,0,0.0,clear sky
561,Boende,CD,-0.2167,20.8667,71.13,93,94,0.85,overcast clouds
562,Mungaa,TZ,-4.9667,34.8833,52.93,91,37,7.92,scattered clouds
563,Inhambane,MZ,-23.865,35.3833,71.01,79,97,8.81,overcast clouds
564,Bogalusa,US,30.791,-89.8487,80.82,83,0,0.0,clear sky
565,Bandarbeyla,SO,9.4942,50.8122,84.42,66,62,26.26,broken clouds
566,Pacific Grove,US,36.6177,-121.9166,63.81,77,0,13.8,clear sky
567,Boca Do Acre,BR,-8.7522,-67.3978,68.86,72,93,4.07,overcast clouds
568,Alausi,EC,-2.2,-78.8333,50.2,94,100,3.6,overcast clouds
569,Aykhal,RU,66.0,111.5,38.35,69,10,8.66,clear sky
570,Marawi,PH,7.9986,124.2928,81.73,64,57,0.94,broken clouds
571,Mataram,ID,-8.5833,116.1167,88.61,77,67,1.14,broken clouds
572,Tateyama,JP,34.9833,139.8667,66.09,72,100,2.37,overcast clouds
573,Keti Bandar,PK,24.1447,67.4497,82.69,76,0,17.0,clear sky
574,Kaputa,ZM,-8.4689,29.6619,65.77,75,53,6.13,broken clouds
575,Chifeng,CN,42.2683,118.9636,72.86,17,0,6.35,clear sky
576,Chilakalurupet,IN,16.0833,80.1667,86.77,70,99,8.3,overcast clouds
577,Ozinki,RU,51.1786,49.6769,45.57,83,98,15.26,overcast clouds
578,Lubao,PH,14.9167,120.55,84.27,73,95,5.23,overcast clouds
579,Powell River,CA,49.8496,-124.5361,55.08,56,78,10.16,broken clouds
580,Mazatlan,MX,23.2167,-106.4167,78.03,90,75,3.44,broken clouds
581,Verkhozim,RU,52.7122,45.418,43.12,97,100,8.9,overcast clouds
582,Tsagan Aman,RU,47.5639,46.7218,48.02,68,1,9.6,clear sky
583,Cascais,PT,38.6979,-9.4215,63.93,76,100,7.0,overcast clouds
584,Kirovsk,UA,48.6375,38.6428,49.24,85,100,9.33,overcast clouds
585,Biu,NG,10.6129,12.1946,75.88,62,100,6.08,overcast clouds
586,Megion,RU,61.0296,76.1136,53.62,66,52,7.76,broken clouds
587,Mbaiki,CF,3.8678,17.9892,72.12,87,95,1.28,overcast clouds
588,Cockburn Town,TC,21.4612,-71.1419,80.02,84,95,7.27,overcast clouds
589,Sunrise Manor,US,36.2111,-115.0731,96.31,9,0,21.85,clear sky
590,Wanning,CN,18.8003,110.3967,79.39,71,96,10.45,overcast clouds
591,Corsicana,US,32.0954,-96.4689,83.25,63,0,11.5,clear sky
592,Portland,US,45.5234,-122.6762,66.13,43,100,1.01,overcast clouds
593,Lompoc,US,34.6391,-120.4579,63.57,78,40,17.27,scattered clouds
594,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,43,0,9.22,clear sky
595,Ambon,ID,-3.6954,128.1814,75.34,94,40,4.61,heavy intensity rain
596,Rio Gallegos,AR,-51.6226,-69.2181,41.13,91,100,0.16,overcast clouds
597,Bowen,AU,-20.0167,148.2333,80.1,64,0,8.93,clear sky
598,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,74.03,48,100,10.78,overcast clouds
599,Novoasbest,RU,57.7422,60.2877,47.55,86,85,6.49,overcast clouds
600,Malakal,SS,9.5334,31.6605,81.68,59,79,4.29,broken clouds
601,Anuchino,RU,43.9622,133.0544,68.14,42,98,8.57,overcast clouds
602,Yerbogachen,RU,61.2767,108.0108,64.29,44,100,5.55,overcast clouds
603,Gisborne,NZ,-38.6533,178.0042,67.32,73,47,2.86,scattered clouds
604,Uthal,PK,25.8072,66.6219,82.13,75,3,3.18,clear sky
605,San Cristobal,VE,7.7669,-72.225,69.98,95,98,2.73,overcast clouds
606,Dukat,RU,62.55,155.55,34.05,83,81,6.33,broken clouds
607,Harlingen,US,26.1906,-97.6961,81.05,85,0,14.97,clear sky
608,Butembo,CD,0.15,29.2833,59.61,90,100,2.51,overcast clouds
609,Paamiut,GL,61.994,-49.6678,34.7,88,13,10.58,few clouds
610,Palmer,US,42.1584,-72.3287,59.22,56,20,13.8,few clouds
611,Fort Nelson,CA,58.8053,-122.7002,54.59,37,93,2.82,overcast clouds
612,Bella Union,UY,-30.2752,-57.6007,54.84,67,100,16.64,overcast clouds
613,Ovalle,CL,-30.5983,-71.2003,61.92,60,0,1.5,clear sky
614,Griffith,US,41.5284,-87.4237,59.4,61,75,4.61,broken clouds
615,Bacolod,PH,10.6667,122.95,85.8,66,100,2.46,overcast clouds
616,Suraabad,AZ,40.8192,49.4687,59.56,73,100,0.94,overcast clouds
617,Bolshoye Murashkino,RU,55.7826,44.7754,45.0,98,100,8.3,overcast clouds
618,Shingu,JP,33.7333,135.9833,70.32,54,100,6.15,overcast clouds
619,Iacu,BR,-12.7672,-40.2117,73.98,85,86,1.81,overcast clouds
620,Uruzgan,AF,32.8333,66.0,70.0,14,58,5.88,broken clouds
621,Requena,ES,39.4883,-1.1004,57.52,46,62,2.19,broken clouds
622,Pryazha,RU,61.6926,33.6216,35.28,86,100,3.4,overcast clouds
623,Tabuk,PH,17.4189,121.4443,75.97,91,100,3.85,overcast clouds
624,Iranshahr,IR,27.2025,60.6848,84.83,11,0,1.16,clear sky
625,Harnosand,SE,62.6323,17.9379,33.82,58,85,6.67,overcast clouds
626,Zemio,CF,5.0314,25.1361,68.32,95,60,1.66,broken clouds
627,Husavik,IS,66.0449,-17.3389,48.7,82,100,8.14,light rain
628,Rio Grande,BR,-32.035,-52.0986,57.31,79,31,28.7,scattered clouds
629,Zrnovci,MK,41.8542,22.4444,57.72,86,37,4.23,scattered clouds
630,Cartagena,CO,10.3997,-75.5144,80.22,94,40,4.61,scattered clouds
631,Churapcha,RU,62.0025,132.4325,46.24,60,97,1.9,light rain
632,Zambezi,ZM,-13.5432,23.1047,56.07,88,27,3.85,scattered clouds
633,Rafai,CF,4.95,23.9167,68.61,97,98,1.88,overcast clouds
634,Sorsk,RU,54.0033,90.2467,69.46,36,95,5.32,overcast clouds
635,Alekseyevsk,RU,57.8406,108.3492,63.34,61,35,7.52,scattered clouds
636,Yerofey Pavlovich,RU,53.9667,121.9667,63.84,23,23,6.06,few clouds
637,Hobyo,SO,5.3505,48.5268,79.56,79,5,23.17,clear sky
638,Lundazi,ZM,-12.2929,33.1782,56.79,97,5,5.88,clear sky
639,Hoima,UG,1.4356,31.3436,62.8,93,77,2.51,broken clouds
640,Makakilo City,US,21.3469,-158.0858,82.72,63,20,12.66,few clouds
641,Kiama,AU,-34.6833,150.8667,68.58,52,1,7.0,clear sky
642,Saurimo,AO,-9.6608,20.3916,61.41,70,65,4.38,broken clouds
643,College,US,64.8569,-147.8028,58.98,49,75,8.05,shower rain
644,Mao,ES,39.8885,4.2658,63.16,94,0,1.14,clear sky
645,Ambulu,ID,-8.345,113.6058,83.44,73,52,0.94,broken clouds
646,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,59.59,44,75,8.95,broken clouds
647,Qaqortoq,GL,60.7167,-46.0333,33.75,87,80,4.21,broken clouds
648,Chake Chake,TZ,-5.2459,39.7666,76.86,75,14,10.96,few clouds
649,Dosso,NE,13.049,3.1937,89.53,16,2,6.76,clear sky
650,Asfi,MA,32.2994,-9.2372,66.22,90,0,11.95,clear sky
651,Thunder Bay,CA,48.4001,-89.3168,41.13,76,100,4.07,overcast clouds
652,Simpang,ID,-1.2667,104.0833,82.15,81,94,4.14,overcast clouds
653,Pucallpa,PE,-8.3791,-74.5539,71.64,88,75,11.5,broken clouds
654,Antalaha,MG,-14.9003,50.2788,72.95,90,90,11.16,moderate rain
655,Baykit,RU,61.67,96.37,64.38,64,22,8.84,few clouds
656,Sakakah,SA,29.9697,40.2064,75.92,20,40,7.96,scattered clouds
657,Caravelas,BR,-17.7125,-39.2481,75.15,95,62,5.68,broken clouds
658,Saint-Georges,GD,12.0564,-61.7485,80.28,78,20,20.71,few clouds
659,Alta Floresta,BR,-9.8756,-56.0861,70.41,85,99,4.83,overcast clouds
660,Phek,IN,25.6667,94.5,58.5,98,100,1.1,overcast clouds
661,Lucea,JM,18.451,-78.1736,77.86,81,44,3.09,scattered clouds
662,Jalu,LY,29.0331,21.5482,78.51,26,0,7.74,clear sky
663,Andenes,NO,69.3143,16.1194,39.18,93,75,4.61,broken clouds
664,Hami,CN,42.8,93.45,76.48,21,51,11.92,broken clouds
665,Tolaga Bay,NZ,-38.3667,178.3,68.49,75,96,5.12,overcast clouds
666,Aldan,RU,58.6031,125.3894,36.48,99,100,4.43,light rain
667,Nome,US,64.5011,-165.4064,41.16,74,0,9.22,clear sky
668,Ondjiva,AO,-17.0667,15.7333,55.27,52,6,4.79,clear sky
669,Hauknes,NO,66.2833,14.0667,38.79,83,100,1.14,overcast clouds
670,Solwezi,ZM,-12.1688,26.3894,55.18,83,79,4.36,broken clouds
671,Shanghai,CN,31.2222,121.4581,79.88,41,0,6.71,clear sky
672,Brae,GB,60.3964,-1.353,50.31,93,74,24.9,broken clouds
673,Kamaishi,JP,39.2667,141.8833,64.08,53,21,4.9,few clouds
674,Tigzirt,DZ,36.8886,4.1198,67.39,69,0,3.53,clear sky
675,Johi,PK,26.6921,67.6133,94.3,16,0,6.49,clear sky
676,Calbuco,CL,-41.768,-73.1273,38.41,72,100,5.59,overcast clouds
677,Rosario Do Sul,BR,-30.2583,-54.9142,52.05,89,100,22.28,overcast clouds
678,Chulym,RU,55.0997,80.9572,65.53,45,98,9.1,overcast clouds
679,Praia,CV,14.9215,-23.5087,79.34,44,0,19.57,clear sky
680,Kenai,US,60.5544,-151.2583,59.02,60,0,17.27,clear sky
681,Honiara,SB,-9.4333,159.95,87.76,61,10,4.21,clear sky
682,Mangochi,MW,-14.4782,35.2645,61.93,95,27,5.14,scattered clouds
683,Le Port,RE,-20.9373,55.2919,71.56,74,13,3.76,few clouds
684,Kamarion,GR,36.8,25.8167,68.4,75,0,4.29,clear sky
685,Sneek,NL,53.033,5.6589,62.53,89,5,8.01,clear sky
686,Waingapu,ID,-9.6567,120.2641,84.7,65,28,8.77,scattered clouds
687,Biloela,AU,-24.4167,150.5,75.65,65,44,13.6,scattered clouds
688,Puerto Vallarta,MX,20.6204,-105.2307,78.71,73,0,4.61,clear sky
689,Perevoz,RU,55.5961,44.5446,44.31,96,100,7.45,overcast clouds
690,Yumen,CN,40.2833,97.2,69.49,20,2,2.98,clear sky
691,Xuzhou,CN,34.1805,117.1571,83.23,25,97,11.16,overcast clouds
692,Okha,RU,53.5739,142.9478,36.79,99,100,4.59,light rain
693,Margate,GB,51.3813,1.3862,60.31,82,25,4.0,scattered clouds
